channel,m_a_GeV,bkg_events,bkg_selected_events,n_generated,sigma_pb,luminosity_ab_inv,source_root
resolved_prompt,2.3809043439421793,6246886.5,57,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,2.503496101143342,5589319.5,51,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,2.6324000560486724,7452426.0,68,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,2.7679412210469794,9534721.5,87,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,2.910461343277446,8877154.5,81,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,3.0603197662948434,8000398.5,73,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,3.21789433610152,10411477.5,95,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,3.3835823538306116,13918501.5,127,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,3.5578015774824725,14137690.5,129,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,3.740991275240127,12712962.0,116,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,3.9336133330194683,14356879.5,131,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,4.136153419046755,15781608.0,144,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,4.349122208399702,17973498.0,164,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,4.5730566705997004,20603766.0,188,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,4.808521423501568,20494171.5,187,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,5.0561101568945555,19617415.5,179,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
