m_a_GeV,published_g_agg_GeV_inv,closure_g_agg_GeV_inv,three_event_prompt_g_agg_GeV_inv,effective_signal_events,prompt_probability_at_closure,invisible_probability_at_closure,sigma_pb_at_closure,recoil_energy_GeV,delta_theta_min_deg,resolved_pass,recoil_energy_pass,log10_ratio_closure_to_published
0.789350826063396,0.0008934770302826417,0.0008934240955367241,0.00017777059266216758,75.77339329782843,1.0,0.0,0.1858659379900455,5.260554124451467,17.004203801184097,True,True,-2.5730878701135684e-05
0.7996964757231697,0.0009568321901677867,0.0009568326256247654,0.00017780998201256297,86.87222184209065,1.0,0.0,0.21309045685792827,5.259777199750281,17.224554185314595,True,True,1.9764857611873808e-07
0.8101777209424191,0.001264498147489448,0.0012644978552986048,0.00017785042577325214,151.65182128812611,1.0,0.0,0.3719895174294044,5.2589797760155275,17.447693153388713,True,True,-1.0035355586840584e-07
0.8207963389083056,0.0011880831939425141,0.0011880850982109287,0.00017789195258218848,133.81467633491295,1.0,0.0,0.32823645935778223,5.258161312383494,17.67365334415951,True,True,6.960898075143147e-07
0.8315541301007457,0.0014398356246237394,0.001439836332324158,0.00017793459187728244,196.4385582508606,1.0,0.0,0.4818477211428873,5.2573212537198675,17.90246767184388,True,True,2.1346208266176825e-07
0.842452918597699,0.001604265856414224,0.0016042367706848033,0.00017797837391995413,243.73826690258667,1.0,0.0,0.5978700387895648,5.256459030243205,18.134169323893307,True,True,-7.873935762553168e-06
0.8534945523844553,0.0016385753572908778,0.0016387822010478943,0.00017802332981943598,254.2201037012274,1.0,0.0,0.6235811274050044,5.255574057138472,18.368791758517812,True,True,5.481922604335767e-05
0.8646809036669783,0.0015959440688637892,0.0015960087648368112,0.00017806949155785618,240.9976243624507,1.0,0.0,0.5911474667242802,5.2546657341603815,18.606368701952206,True,True,1.7604961948046893e-05
0.8760138691893536,0.0013782262454497477,0.0013781300413729025,0.00017811689201613161,179.59384042948113,1.0,0.0,0.4405290056341129,5.253733445226271,18.84693414545326,True,True,-3.0316037101019464e-05
0.887495370555399,0.0013315607337473982,0.0013315590743389737,0.00017816556500070205,167.5693530867961,1.0,0.0,0.41103392139477424,5.2527765579982395,19.09052234201616,True,True,-5.412238080825156e-07
0.8991273545544879,0.0012551670030011308,0.001255227439210046,0.00017821554527113644,148.8246726509216,1.0,0.0,0.36505475299119894,5.251794423454246,19.337167802798106,True,True,2.0910747413065203e-05
0.9109117934916465,0.001340194815359507,0.0013401681301215662,0.00017826686856864412,169.55029712523978,1.0,0.0,0.41589301514423505,5.250786375447913,19.58690529323653,True,True,-8.647524101845753e-06
0.9228506855219741,0.0014127894481018946,0.0014127741588460569,0.00017831957164552578,188.30797600613528,1.0,0.0,0.4619040676705632,5.249751730256693,19.839769828848986,True,True,-4.699975202435272e-06
0.9349460549894477,0.0012397364761426726,0.0012397357621630203,0.0001783736922955987,144.91652416989064,1.0,0.0,0.35546838432673256,5.248689786118132,20.095796670701297,True,True,-2.501156644418653e-07
0.9471999527701684,0.0011589924581503893,0.0011589873492869893,0.00017842926938563435,126.57456730080017,1.0,0.0,0.3104770639023791,5.247599822753885,20.35502132053009,True,True,-1.9143835302965263e-06
0.9596144566201045,0.0010887706990311081,0.0010887828665060934,0.00017848634288786748,111.63331681123121,1.0,0.0,0.2738273981580336,5.2464811008811765,20.61747951550547,True,True,4.853398169797083e-06
0.9721916715273937,0.0009569229535897453,0.0009569221613345262,0.00017854495391358426,86.17460841980613,1.0,0.0,0.21137926817286168,5.245332861711379,20.883207222618967,True,True,-3.5956103996481085e-07
0.9849337300692623,0.0011243352824738381,0.0011243242339003046,0.00017860514474762684,118.88210015874122,1.0,0.0,0.2916080709959487,5.244154326435343,21.152240632681547,True,True,-4.267728825618195e-06
0.9978427927736224,0.001338979333293851,0.0013388853276685747,0.00017866695888461105,168.46881799558776,1.0,0.0,0.41324023526904174,5.242944695695167,21.42461615391584,True,True,-3.0491551673459654e-05
1.0109210484854076,0.001368307913892404,0.001368402672738749,0.0001787304409230436,175.85390960536654,1.0,0.0,0.43135526112735273,5.241703149042022,21.700370405126375,True,True,3.0074969780613317e-05
1.0241707147377124,0.0012976514193683327,0.0012976073931558816,0.0001787956369382225,158.01344513125395,1.0,0.0,0.38759406054251894,5.240428844379662,21.979540208431036,True,True,-1.4734824161768979e-05
1.037594038127793,0.0012483102434404255,0.0012483082404882956,0.0001788625954477341,146.12545448462737,1.0,0.0,0.35843379153756444,5.239120917393274,22.262162581536323,True,True,-6.968393954697161e-07
1.0511932946979987,0.0012781083219798252,0.00127821837491735,0.00017893136314441627,153.09409089681395,1.0,0.0,0.3755272868487196,5.2377784809632315,22.548274729538623,True,True,3.7393799135178406e-05
1.064970790321694,0.0013938779881732268,0.0013938776303437349,0.00017900199113835702,181.90926909578366,1.0,0.0,0.4462085628257388,5.2364006245634025,22.83791403623304,True,True,-1.1148995469737822e-07
1.07892886109424,0.0015282206356093406,0.0015282633097608563,0.00017907453099752887,218.49926711040567,1.0,0.0,0.5359608358671624,5.2349864136435675,23.131118054910875,True,True,1.2127103466299535e-05
1.0930698737291,0.0015620676083736669,0.001561750870005298,0.00017914903579128536,227.99001046077873,1.0,0.0,0.5592408533614575,5.233534888995551,23.427924498626034,True,True,-8.807024288580109e-05
1.1073962259591363,0.0015803135450599354,0.0015799909725051086,0.00017922556013626038,233.14739841837087,1.0,0.0,0.5718915043470542,5.232045066102621,23.728371229910472,True,True,-8.865695079861866e-05
1.121910346943167,0.0014131840499726582,0.0014131417105782249,0.00017930416024442586,186.34251523427596,1.0,0.0,0.45708295310800606,5.2305159344717325,24.032496249917738,True,True,-1.3011780614628379e-05
1.1366146976778515,0.0013349024313087884,0.0013348895694989598,0.00017938489397319147,166.12699055688523,1.0,0.0,0.4074959240472774,5.228946456948142,24.34033768697342,True,True,-4.184455593696993e-06
1.1515117714149734,0.00126262428153411,0.0012626322884802257,0.00017946782087750694,148.49159013306908,1.0,0.0,0.3642377288102078,5.227335569011945,24.651933784510543,True,True,2.7540746205873795e-06
1.1666040940841942,0.0012106578374155574,0.001210647328550663,0.00017955300226397278,136.3864447231144,1.0,0.0,0.33454479692688416,5.22568217805605,24.96732288836732,True,True,-3.7698197640738714e-06
1.1818942247213458,0.0011746378673279665,0.001174637932395641,0.0001796405012469969,128.26872598152903,1.0,0.0,0.31463269661897714,5.223985162645101,25.286543433424214,True,True,2.4057228234071756e-08
